capacity,external_id,has_kiosk,lat,lon,name,region_id,rental_methods,rental_url,short_name,station_id,eightd_has_key_dispenser,bikes_availability,description,docks_availability,id_num,services_name,schedule_description,service_type
23,66db316a-0aca-11e7-82f6-3863bb44ef7c,True,40.69089272,-73.99612349,Henry St & Atlantic Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=157,4531.05,157,False,,,,,,,
35,66db3273-0aca-11e7-82f6-3863bb44ef7c,True,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=161,5721.14,161,False,,,,,,,
47,66db32fb-0aca-11e7-82f6-3863bb44ef7c,True,40.75323098,-73.97032517,E 47 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=164,6498.10,164,False,,,,,,,
45,66db337f-0aca-11e7-82f6-3863bb44ef7c,True,40.7489006,-73.97604882,E 39 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=167,6389.03,167,False,,,,,,,
47,66db33fc-0aca-11e7-82f6-3863bb44ef7c,True,40.73971301,-73.99456405,W 18 St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=168,6064.08,168,False,,,,,,,
51,66db347b-0aca-11e7-82f6-3863bb44ef7c,True,40.76068327096592,-73.9845272898674,Broadway & W 49 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=173,6708.02,173,False,,,,,,,
30,66db34fc-0aca-11e7-82f6-3863bb44ef7c,True,40.7381765,-73.97738662,E 25 St & 1 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=174,6004.07,174,False,,,,,,,
45,66db3583-0aca-11e7-82f6-3863bb44ef7c,True,40.70905623,-74.01043382,Liberty St & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=195,5105.01,195,False,,,,,,,
28,66db3606-0aca-11e7-82f6-3863bb44ef7c,True,40.74334935,-74.00681753,W 16 St & The High Line,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=212,6233.05,212,False,,,,,,,
23,66db3687-0aca-11e7-82f6-3863bb44ef7c,True,40.70037867,-73.99548059,Columbia Heights & Cranberry St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=216,4829.01,216,False,,,,,,,
39,66db3708-0aca-11e7-82f6-3863bb44ef7c,True,40.70277159,-73.99383605,Old Fulton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=217,4903.08,217,True,,,,,,,
33,66db3816-0aca-11e7-82f6-3863bb44ef7c,True,40.73781509,-73.99994661,W 13 St & 7 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=223,6030.04,223,False,,,,,,,
55,66db3997-0aca-11e7-82f6-3863bb44ef7c,True,40.7546011026,-73.971878855,E 48 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=228,6541.03,228,False,,,,,,,
23,66db3a1e-0aca-11e7-82f6-3863bb44ef7c,True,40.72743423,-73.99379025,Great Jones St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=229,5636.11,229,False,,,,,,,
23,66db3aa3-0aca-11e7-82f6-3863bb44ef7c,True,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=232,4677.01,232,True,,,,,,,
39,66db3ba0-0aca-11e7-82f6-3863bb44ef7c,True,40.7284186,-73.98713956,St Marks Pl & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=236,5669.10,236,False,,,,,,,
39,66db3c29-0aca-11e7-82f6-3863bb44ef7c,True,40.73047309,-73.98672378,E 11 St & 2 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=237,5746.04,237,False,,,,,,,
31,66db3cab-0aca-11e7-82f6-3863bb44ef7c,True,40.7361967,-74.00859207,Bank St & Washington St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=238,5964.01,238,False,,,,,,,
31,66db3d2a-0aca-11e7-82f6-3863bb44ef7c,True,40.69196566,-73.9813018,Willoughby St & Fleet St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=239,4628.05,239,False,,,,,,,
23,66db3da9-0aca-11e7-82f6-3863bb44ef7c,True,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=241,4546.04,241,False,,,,,,,
23,66db3e32-0aca-11e7-82f6-3863bb44ef7c,True,40.697787,-73.973736,Carlton Ave & Flushing Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=242,4732.08,242,False,,,,,,,
31,66db3e9d-0aca-11e7-82f6-3863bb44ef7c,True,40.688226,-73.979382,Fulton St & Rockwell Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=243,4513.03,243,False,,,,,,,
31,66db3f01-0aca-11e7-82f6-3863bb44ef7c,True,40.69196035,-73.96536851,Willoughby Ave & Hall St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=244,4611.03,244,False,,,,,,,
23,66db3f62-0aca-11e7-82f6-3863bb44ef7c,True,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=245,4659.02,245,False,,,,,,,
20,66db3fc9-0aca-11e7-82f6-3863bb44ef7c,True,40.73535398,-74.00483091,Perry St & Bleecker St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=247,5922.07,247,False,,,,,,,
23,66db402c-0aca-11e7-82f6-3863bb44ef7c,True,40.72185379,-74.00771779,Laight St & Hudson St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=248,5539.06,248,False,,,,,,,
27,66db408f-0aca-11e7-82f6-3863bb44ef7c,True,40.71870987,-74.0090009,Harrison St & Hudson St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=249,5400.05,249,False,,,,,,,
27,66db4158-0aca-11e7-82f6-3863bb44ef7c,True,40.72317958,-73.99480012,Mott St & Prince St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=251,5561.04,251,False,,,,,,,
33,66db41bf-0aca-11e7-82f6-3863bb44ef7c,True,40.73226398,-73.99852205,MacDougal St & Washington Sq,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=252,5797.01,252,False,,,,,,,
31,66db4282-0aca-11e7-82f6-3863bb44ef7c,True,40.73532427,-73.99800419,W 11 St & 6 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=254,5914.03,254,False,,,,,,,
39,66db4351-0aca-11e7-82f6-3863bb44ef7c,True,40.71939226,-74.00247214,Lispenard St & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=257,5391.06,257,False,,,,,,,
23,66db43b5-0aca-11e7-82f6-3863bb44ef7c,True,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=258,4461.04,258,False,,,,,,,
39,66db4417-0aca-11e7-82f6-3863bb44ef7c,True,40.70122128,-74.01234218,South St & Whitehall St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=259,4846.01,259,True,,,,,,,
35,66db447a-0aca-11e7-82f6-3863bb44ef7c,True,40.70365182,-74.01167797,Broad St & Bridge St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=260,4962.08,260,False,,,,,,,
27,66db44e5-0aca-11e7-82f6-3863bb44ef7c,True,40.69474881,-73.98362464,Johnson St & Gold St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=261,4668.08,261,False,,,,,,,
24,66db4549-0aca-11e7-82f6-3863bb44ef7c,True,40.6917823,-73.9737299,Washington Park,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=262,4546.05,262,False,,,,,,,
27,66db460d-0aca-11e7-82f6-3863bb44ef7c,True,40.70706456,-74.00731853,Maiden Ln & Pearl St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=264,5065.10,264,False,,,,,,,
35,66db4671-0aca-11e7-82f6-3863bb44ef7c,True,40.72229346,-73.99147535,Stanton St & Chrystie St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=265,5523.02,265,False,,,,,,,
24,66db46d7-0aca-11e7-82f6-3863bb44ef7c,True,40.72368361,-73.97574813,Avenue D & E 8 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=266,5506.10,266,False,,,,,,,
57,66db473c-0aca-11e7-82f6-3863bb44ef7c,True,40.75097711,-73.98765428,Broadway & W 36 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=267,6441.01,267,False,,,,,,,
27,66db479e-0aca-11e7-82f6-3863bb44ef7c,True,40.71910537,-73.99973337,Howard St & Centre St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=268,5422.04,268,False,,,,,,,
23,66db5c14-0aca-11e7-82f6-3863bb44ef7c,True,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=270,4620.02,270,False,,,,,,,
31,66db5d28-0aca-11e7-82f6-3863bb44ef7c,True,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=274,4395.04,274,False,,,,,,,
19,66db5d92-0aca-11e7-82f6-3863bb44ef7c,True,40.68650065,-73.96563307,Washington Ave & Greene Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=275,4419.03,275,False,,,,,,,
25,66db5dfb-0aca-11e7-82f6-3863bb44ef7c,True,40.71748752,-74.0104554,Duane St & Greenwich St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=276,5400.08,276,False,,,,,,,
19,66db5e6a-0aca-11e7-82f6-3863bb44ef7c,True,40.69766564,-73.98476437,Concord St & Bridge St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=278,4781.03,278,False,,,,,,,
36,66db5ed3-0aca-11e7-82f6-3863bb44ef7c,True,40.707873,-74.00167,Peck Slip & Front St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=279,5098.10,279,True,,,,,,,
31,66db5f40-0aca-11e7-82f6-3863bb44ef7c,True,40.73331967,-73.99510132,E 10 St & 5 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=280,5872.08,280,False,,,,,,,
57,66db5fae-0aca-11e7-82f6-3863bb44ef7c,True,40.7643971,-73.97371465,Grand Army Plaza & Central Park S,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=281,6839.10,281,True,,,,,,,
27,66db6299-0aca-11e7-82f6-3863bb44ef7c,True,40.707644944175705,-73.96841526031494,Kent Ave & S 11 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=282,5062.01,282,False,,,,,,,
51,66db6387-0aca-11e7-82f6-3863bb44ef7c,True,40.73454567,-73.99074142,Broadway & E 14 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=285,5905.12,285,False,,,,,,,
19,66db63f4-0aca-11e7-82f6-3863bb44ef7c,True,40.6845683,-73.95881081,Monroe St & Classon Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=289,4336.01,289,False,,,,,,,
20,66db64d1-0aca-11e7-82f6-3863bb44ef7c,True,40.713126,-73.984844,Madison St & Montgomery St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=291,5262.09,291,False,,,,,,,
55,66db65aa-0aca-11e7-82f6-3863bb44ef7c,True,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=293,5788.13,293,False,,,,,,,
24,66db6889-0aca-11e7-82f6-3863bb44ef7c,True,40.71406667,-73.99293911,Pike St & E Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=295,5270.05,295,False,,,,,,,
35,66db68fc-0aca-11e7-82f6-3863bb44ef7c,True,40.71413089,-73.9970468,Division St & Bowery,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=296,5238.04,296,False,,,,,,,
27,66db6963-0aca-11e7-82f6-3863bb44ef7c,True,40.734232,-73.986923,E 15 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=297,5863.07,297,False,,,,,,,
35,66db69d0-0aca-11e7-82f6-3863bb44ef7c,True,40.68683208,-73.9796772,3 Ave & Schermerhorn St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=298,4437.01,298,False,,,,,,,
23,66db6cd4-0aca-11e7-82f6-3863bb44ef7c,True,40.72082834,-73.97793172,Avenue D & E 3 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=302,5436.09,302,False,,,,,,,
31,66db6d40-0aca-11e7-82f6-3863bb44ef7c,True,40.72362738,-73.99949601,Mercer St & Spring St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=303,5532.01,303,False,,,,,,,
33,66db6da2-0aca-11e7-82f6-3863bb44ef7c,True,40.70463334,-74.01361706,Broadway & Battery Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=304,4962.01,304,True,,,,,,,
33,66db6e49-0aca-11e7-82f6-3863bb44ef7c,True,40.76095756,-73.96724467,E 58 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=305,6762.02,305,False,,,,,,,
30,66db6f2e-0aca-11e7-82f6-3863bb44ef7c,True,40.71427487,-73.98990025,Canal St & Rutgers St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=307,5303.08,307,False,,,,,,,
27,66db7152-0aca-11e7-82f6-3863bb44ef7c,True,40.71307916,-73.99851193,St James Pl & Oliver St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=308,5238.05,308,False,,,,,,,
41,66db71be-0aca-11e7-82f6-3863bb44ef7c,True,40.7149787,-74.013012,Murray St & West St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=309,5329.06,309,False,,,,,,,
36,66db7221-0aca-11e7-82f6-3863bb44ef7c,True,40.68926942,-73.98912867,State St & Smith St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=310,4565.06,310,False,,,,,,,
31,66db728c-0aca-11e7-82f6-3863bb44ef7c,True,40.7172274,-73.98802084,Norfolk St & Broome St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=311,5374.01,311,False,,,,,,,
31,66db72f1-0aca-11e7-82f6-3863bb44ef7c,True,40.722055,-73.989111,Allen St & Stanton St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=312,5484.09,312,False,,,,,,,
23,66db74a5-0aca-11e7-82f6-3863bb44ef7c,True,40.69610226,-73.96751037,Washington Ave & Park Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=313,4724.03,313,False,,,,,,,
39,66db7551-0aca-11e7-82f6-3863bb44ef7c,True,40.69383,-73.990539,Cadman Plaza West & Montague St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=314,4677.07,314,False,,,,,,,
29,66db75cc-0aca-11e7-82f6-3863bb44ef7c,True,40.70355377,-74.00670227,South St & Gouverneur Ln,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=315,4953.04,315,False,,,,,,,
43,66db7637-0aca-11e7-82f6-3863bb44ef7c,True,40.70955958,-74.00653609,Fulton St & William St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=316,5137.11,316,False,,,,,,,
27,66db76a1-0aca-11e7-82f6-3863bb44ef7c,True,40.72453734,-73.98185424,E 6 St & Avenue B,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=317,5584.04,317,False,,,,,,,
33,66db79a3-0aca-11e7-82f6-3863bb44ef7c,True,40.711066,-74.009447,Fulton St & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=319,5175.08,319,False,,,,,,,
27,66db7a0d-0aca-11e7-82f6-3863bb44ef7c,True,40.717571,-74.005549,Leonard St & Church St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=320,5359.11,320,False,,,,,,,
27,66db7a71-0aca-11e7-82f6-3863bb44ef7c,True,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=321,4821.06,321,True,,,,,,,
31,66db87e3-0aca-11e7-82f6-3863bb44ef7c,True,40.696192,-73.991218,Clinton St & Tillary St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=322,4748.04,322,False,,,,,,,
39,66db88f5-0aca-11e7-82f6-3863bb44ef7c,True,40.69236178,-73.98631746,Lawrence St & Willoughby St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=323,4596.09,323,False,,,,,,,
51,66db89a3-0aca-11e7-82f6-3863bb44ef7c,True,40.689888,-73.981013,DeKalb Ave & Hudson Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=324,4513.06,324,False,,,,,,,
35,66db8c10-0aca-11e7-82f6-3863bb44ef7c,True,40.73624527,-73.98473765,E 19 St & 3 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=325,5938.01,325,False,,,,,,,
27,66db8ca4-0aca-11e7-82f6-3863bb44ef7c,True,40.72953837,-73.98426726,E 11 St & 1 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=326,5746.14,326,False,,,,,,,
39,66db8d89-0aca-11e7-82f6-3863bb44ef7c,True,40.7153379,-74.01658354,Vesey Pl & River Terrace,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=327,5297.02,327,False,,,,,,,
23,66db8fde-0aca-11e7-82f6-3863bb44ef7c,True,40.72405549,-74.00965965,Watts St & Greenwich St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=328,5578.02,328,False,,,,,,,
39,66db90f1-0aca-11e7-82f6-3863bb44ef7c,True,40.71450451,-74.00562789,Reade St & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=330,5247.10,330,False,,,,,,,
27,66db930d-0aca-11e7-82f6-3863bb44ef7c,True,40.71173107,-73.99193043,Pike St & Monroe St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=331,5159.04,331,False,,,,,,,
24,66db93a1-0aca-11e7-82f6-3863bb44ef7c,True,40.71219906,-73.97948148,Cherry St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=332,5181.04,332,False,,,,,,,
31,66db95e5-0aca-11e7-82f6-3863bb44ef7c,True,40.74238787,-73.99726235,W 20 St & 7 Ave,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=334,6182.02,334,False,,,,,,,
27,66db9675-0aca-11e7-82f6-3863bb44ef7c,True,40.72903917,-73.99404649,Washington Pl & Broadway,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=335,5755.01,335,False,,,,,,,
36,66db9845-0aca-11e7-82f6-3863bb44ef7c,True,40.73047747,-73.99906065,Sullivan St & Washington Sq,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=336,5721.01,336,False,,,,,,,
37,66db9925-0aca-11e7-82f6-3863bb44ef7c,True,40.7037992,-74.00838676,Old Slip & Front St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=337,4993.12,337,False,,,,,,,
24,66db9c2e-0aca-11e7-82f6-3863bb44ef7c,True,40.72580614,-73.97422494,Avenue D & E 12 St,71,"['KEY', 'CREDITCARD']",http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=339,5575.08,339,False,,,,,,,
